,序号,客队半场得分,客队球衣颜色,赢球平均欧指数,客队名称,本场比赛序号,主队盘路名称,客队盘路名称,盘路,status,平球平均欧指,主队ID,比赛时间,澳门盘口,输球平均欧指,主队本轮排名,主队名称,客队得分,主队得分,主队半场得分,轮次,客队本轮排名
1350,0,lgreen,1.47,阿斯科利,556,127481,罗 马,阿斯科,走盘,5,3.61,1032,2005-10-30 22:00,一球,6.77,12,罗马,1,2,1,10,13
1351,1,lblue,2.57,锡耶纳,1294,127483,特雷维,锡耶纳,输,5,2.90,1230,2005-10-30 22:00,平手,2.72,18,特雷维索,1,0,0,10,14
1352,0,lred,2.66,拉齐奥,964,127485,雷吉纳,拉齐奥,赢,5,2.90,992,2005-10-30 22:00,平手,2.62,15,雷吉纳,0,1,0,10,7
1353,0,lred,1.83,帕尔马,1149,127487,利沃诺,帕尔马,赢,5,3.10,1001,2005-10-30 22:00,半球,4.34,8,利沃诺,0,2,2,10,16
1354,0,lblue,2.09,梅西纳,1118,127488,莱  切,梅西纳,输,5,2.95,972,2005-10-30 22:00,平手/半球,3.51,20,莱切,2,0,0,10,17
1355,1,lblue,1.38,卡利亚里,917,127489,佛罗伦萨,卡利亚,输半,5,3.93,803,2005-10-30 22:00,一球/球半,7.99,4,佛罗伦萨,1,2,0,10,19
1356,1,lblue,1.84,恩波利,788,127490,切 沃,恩波利,输,5,3.05,1174,2005-10-30 22:00,半球,4.37,6,切沃,2,2,1,10,11
1357,0,lblue,1.99,巴勒莫,645,127484,乌迪内斯,巴勒莫,输半,5,3.00,1276,2005-10-31 03:30,平手/半球,3.69,13,乌迪内斯,0,0,0,10,8
1358,0,lred,1.93,雷吉纳,992,127498,恩波利,雷吉纳,赢,5,2.97,788,2005-11-06 01:00,半球,4.11,13,恩波利,0,3,1,11,15
1359,0,lred,3.39,国际米兰,846,127496,拉齐奥,国际米兰,赢半,5,3.01,964,2005-11-06 03:30,受平手/半球,2.12,9,拉齐奥,0,0,0,11,4
1360,0,lred,1.36,乌迪内斯,1276,127491,AC米兰,乌迪内斯,赢,5,4.07,210,2005-11-06 22:00,一球/球半,8.12,2,AC米兰,1,5,3,11,11
1361,0,lred,1.86,莱切,972,127493,帕尔马,莱  切,赢,5,3.10,1149,2005-11-06 22:00,半球,4.23,17,帕尔马,0,2,1,11,20
1362,1,lblue,2.31,切沃,1174,127494,锡耶纳,切 沃,输,5,2.91,1294,2005-11-06 22:00,平手/半球,3.10,12,锡耶纳,1,0,0,11,7
1363,1,lblue,3.25,罗马,1032,127495,梅西纳,罗 马,输,5,2.98,1118,2005-11-06 22:00,受平手/半球,2.18,16,梅西纳,2,0,0,11,8
1364,0,lred,1.25,利沃诺,1001,127497,尤文图斯,利沃诺,赢,5,5.50,1330,2005-11-06 22:00,球半,10.58,1,尤文图斯,0,3,0,11,5
1365,0,lblue,1.84,特雷维索,1230,127499,卡利亚,特雷维,输,5,3.05,917,2005-11-06 22:00,半球/一球,4.34,19,卡利亚里,0,0,0,11,18
1366,1,lblue,3.80,佛罗伦萨,803,127500,阿斯科,佛罗伦萨,输,5,3.04,556,2005-11-06 22:00,受半球,1.98,14,阿斯科利,2,0,0,11,3
1367,1,lblue,2.13,桑普多利亚,468,127492,巴勒莫,桑普多,输,5,2.94,645,2005-11-07 03:30,平手/半球,3.43,9,巴勒莫,2,0,0,11,11
1368,0,lred,1.61,梅西纳,1118,127504,乌迪内斯,梅西纳,赢半,5,3.27,1276,2005-11-20 01:00,半球/一球,5.75,13,乌迪内斯,0,1,0,12,17
1369,1,lblue,3.15,尤文图斯,1330,127501,罗 马,尤文图斯,输,5,2.93,1032,2005-11-20 03:30,受平手/半球,2.27,6,罗马,4,1,0,12,1
1370,0,lred,1.88,拉齐奥,964,127502,桑普多,拉齐奥,赢,5,3.03,468,2005-11-20 22:00,半球,4.16,8,桑普多利亚,0,2,0,12,11
1371,1,lred,3.39,巴勒莫,645,127503,特雷维,巴勒莫,赢半,5,2.99,1230,2005-11-20 22:00,受平手/半球,2.12,18,特雷维索,2,2,2,12,10
1372,0,lred,2.01,卡利亚里,917,127505,雷吉纳,卡利亚,赢,5,3.01,992,2005-11-20 22:00,平手/半球,3.72,15,雷吉纳,1,3,2,12,19
1373,0,lred,1.92,恩波利,788,127506,利沃诺,恩波利,赢,5,2.97,1001,2005-11-20 22:00,平手/半球,4.14,7,利沃诺,0,2,1,12,9
1374,0,lred,2.34,锡耶纳,1294,127507,莱  切,锡耶纳,赢,5,2.97,972,2005-11-20 22:00,平手/半球,2.98,20,莱切,0,3,1,12,12
1375,1,lred,3.07,AC米兰,210,127509,佛罗伦萨,AC米兰,赢,5,2.94,803,2005-11-20 22:00,受平手/半球,2.30,3,佛罗伦萨,1,3,1,12,2
1376,1,lblue,1.65,阿斯科利,556,127510,切 沃,阿斯科,输,5,3.23,1174,2005-11-20 22:00,半球/一球,5.47,5,切沃,1,1,1,12,14
1377,0,lred,1.29,帕尔马,1149,127508,国际米兰,帕尔马,赢半,5,4.57,846,2005-11-21 03:30,球半/两球,9.71,5,国际米兰,0,2,0,12,16
1378,0,lblue,2.18,切沃,1174,127516,利沃诺,切 沃,输半,5,2.91,1001,2005-11-27 01:00,平手/半球,3.37,5,利沃诺,0,0,0,13,7
1379,0,lblue,1.19,莱切,972,127511,AC米兰,莱  切,输,5,5.61,210,2005-11-27 03:30,两球,13.30,2,AC米兰,1,2,1,13,19
1380,1,lblue,2.63,乌迪内斯,1276,127512,帕尔马,乌迪内斯,输,5,2.93,1149,2005-11-27 22:00,平手,2.66,16,帕尔马,2,1,0,13,11
1381,0,lblue,1.97,雷吉纳,992,127514,锡耶纳,雷吉纳,输半,5,3.03,1294,2005-11-27 22:00,平手/半球,3.90,13,锡耶纳,0,0,0,13,15
1382,1,lblue,4.88,国际米兰,846,127515,梅西纳,国际米兰,输半,5,3.26,1118,2005-11-27 22:00,受半球/一球,1.71,17,梅西纳,2,1,0,13,4
1383,1,lgreen,1.17,特雷维索,1230,127517,尤文图斯,特雷维,走盘,5,6.07,1330,2005-11-27 22:00,两球,15.98,1,尤文图斯,1,3,2,13,18
1384,1,lblue,2.25,拉齐奥,964,127518,恩波利,拉齐奥,输,5,2.91,788,2005-11-27 22:00,平手/半球,3.21,10,恩波利,3,2,0,13,12
1385,0,lred,3.06,桑普多利亚,468,127519,卡利亚,桑普多,赢,5,2.99,917,2005-11-27 22:00,平手,2.29,20,卡利亚里,0,2,1,13,6
1386,1,lgreen,2.80,巴勒莫,645,127520,阿斯科,巴勒莫,走盘,5,2.90,556,2005-11-27 22:00,平手,2.53,14,阿斯科利,1,1,0,13,9
1387,0,lgreen,2.40,佛罗伦萨,803,127513,罗 马,佛罗伦萨,走盘,5,2.99,1032,2005-11-28 03:30,平手,2.88,10,罗马,1,1,1,13,3
1388,1,lred,5.08,AC米兰,210,127530,切 沃,AC米兰,赢,5,3.22,1174,2005-12-04 01:00,受半球/一球,1.69,6,切沃,1,2,1,14,2
1389,0,lblue,1.22,阿斯科利,556,127528,国际米兰,阿斯科,输,5,5.24,846,2005-12-04 03:33,球半/两球,12.12,4,国际米兰,0,1,1,14,14
1390,1,lred,1.92,帕尔马,1149,127521,雷吉纳,帕尔马,赢,5,3.08,992,2005-12-04 22:05,半球,3.92,15,雷吉纳,1,2,2,14,16
1391,0,lred,1.69,恩波利,788,127522,桑普多,恩波利,赢,5,3.24,468,2005-12-04 22:05,半球/一球,4.96,7,桑普多利亚,0,2,0,14,12
1392,0,lblue,2.40,梅西纳,1118,127523,特雷维,梅西纳,输半,5,2.89,1230,2005-12-04 22:05,平手/半球,2.97,19,特雷维索,0,0,0,14,17
1393,1,lblue,1.88,利沃诺,1001,127524,乌迪内斯,利沃诺,输,5,3.04,1276,2005-12-04 22:05,平手/半球,4.17,8,乌迪内斯,2,0,0,14,5
1394,0,lblue,1.62,卡利亚里,917,127525,巴勒莫,卡利亚,输,5,3.30,645,2005-12-04 22:05,半球/一球,5.53,11,巴勒莫,2,2,2,14,18
1395,0,lred,1.77,锡耶纳,1294,127527,拉齐奥,锡耶纳,赢半,5,3.16,964,2005-12-04 22:05,半球/一球,4.54,10,拉齐奥,2,3,1,14,13
1396,1,lblue,3.10,尤文图斯,1330,127529,佛罗伦萨,尤文图斯,输,5,2.99,803,2005-12-04 22:05,受平手/半球,2.27,3,佛罗伦萨,2,1,1,14,1
1397,2,lgreen,3.22,罗马,1032,127526,莱  切,罗 马,走盘,5,3.03,972,2005-12-05 03:35,平手,2.17,20,莱切,2,2,0,14,10
1398,0,lred,2.11,恩波利,788,127533,锡耶纳,恩波利,赢,5,2.96,1294,2005-12-11 01:00,平手/半球,3.49,14,锡耶纳,0,1,1,15,12
1399,0,lblue,1.28,特雷维索,1230,127539,佛罗伦萨,特雷维,输,5,4.64,803,2005-12-11 03:30,球半,10.35,4,佛罗伦萨,0,1,0,15,19
1400,0,lred,3.11,桑普多利亚,468,127531,帕尔马,桑普多,赢半,5,2.98,1149,2005-12-11 22:00,受平手/半球,2.26,18,帕尔马,1,1,1,15,7
1401,1,lblue,1.87,巴勒莫,645,127532,罗 马,巴勒莫,输,5,3.07,1032,2005-12-11 22:00,半球,4.18,9,罗马,2,1,1,15,11
1402,1,lblue,1.65,莱切,972,127534,乌迪内斯,莱  切,输,5,3.32,1276,2005-12-11 22:00,半球,5.26,10,乌迪内斯,2,1,0,15,20
1403,0,lred,2.53,切沃,1174,127535,梅西纳,切 沃,赢,5,2.87,1118,2005-12-11 22:00,平手/半球,2.81,16,梅西纳,0,2,2,15,6
1404,0,lred,2.06,拉齐奥,964,127536,利沃诺,拉齐奥,赢,5,2.97,1001,2005-12-11 22:00,平手/半球,3.59,5,利沃诺,1,2,0,15,8
1405,0,lred,1.17,卡利亚里,917,127537,尤文图斯,卡利亚,赢,5,5.72,1330,2005-12-11 22:00,球半/两球,14.02,1,尤文图斯,0,4,2,15,17
1406,0,lblue,2.19,雷吉纳,992,127540,阿斯科,雷吉纳,输半,5,2.90,556,2005-12-11 22:00,平手/半球,3.36,15,阿斯科利,1,1,0,15,13
1407,1,lred,2.68,AC米兰,210,127538,国际米兰,AC米兰,赢,5,2.87,846,2005-12-12 03:30,平手,2.67,4,国际米兰,2,3,1,15,3
1408,0,lred,2.38,莱切,972,127544,特雷维,莱  切,赢,5,2.97,1230,2005-12-18 01:00,平手,2.91,20,特雷维索,1,2,1,16,17
1409,1,lred,5.01,尤文图斯,1330,127547,拉齐奥,尤文图斯,赢,5,3.24,964,2005-12-18 03:30,受半球/一球,1.69,9,拉齐奥,1,1,1,16,1
1410,3,lblue,5.69,国际米兰,846,127541,雷吉纳,国际米兰,输,5,3.33,992,2005-12-18 22:00,受半球/一球,1.61,13,雷吉纳,4,0,0,16,2
1411,0,lblue,1.96,帕尔马,1149,127543,锡耶纳,帕尔马,输半,5,3.06,1294,2005-12-18 22:00,平手/半球,3.80,12,锡耶纳,2,2,0,16,18
1412,0,lblue,1.96,利沃诺,1001,127545,巴勒莫,利沃诺,输,5,3.01,645,2005-12-18 22:00,半球,3.87,8,巴勒莫,2,0,0,16,5
1413,0,lred,1.20,梅西纳,1118,127546,AC米兰,梅西纳,赢,5,5.36,210,2005-12-18 22:00,球半/两球,12.73,4,AC米兰,0,4,1,16,16
1414,0,lred,3.67,佛罗伦萨,803,127548,恩波利,佛罗伦萨,赢半,5,3.06,788,2005-12-18 22:00,受平手/半球,1.99,14,恩波利,1,1,0,16,3
1415,0,lred,2.27,乌迪内斯,1276,127549,切 沃,乌迪内斯,赢,5,2.97,1174,2005-12-18 22:00,平手/半球,3.10,7,切沃,0,2,1,16,11
1416,0,lred,1.89,阿斯科利,556,127550,卡利亚,阿斯科,赢半,5,3.01,917,2005-12-18 22:00,半球/一球,4.20,19,卡利亚里,1,2,2,16,15
1417,1,lblue,2.19,罗马,1032,127542,桑普多,罗 马,输半,5,3.01,468,2005-12-19 03:30,平手/半球,3.23,7,桑普多利亚,1,1,0,16,10
1418,0,lblue,2.09,雷吉纳,992,127551,梅西纳,雷吉纳,输半,5,2.94,1118,2005-12-22 03:30,平手/半球,3.58,16,梅西纳,1,1,1,17,14
1419,0,lred,2.00,卡利亚里,917,127552,帕尔马,卡利亚,赢,5,3.00,1149,2005-12-22 03:30,半球,3.73,18,帕尔马,0,1,1,17,17
1420,0,lred,1.90,切沃,1174,127553,罗 马,切 沃,赢,5,3.05,1032,2005-12-22 03:30,半球,4.03,10,罗马,0,4,2,17,6
1421,0,lred,2.39,桑普多利亚,468,127554,乌迪内斯,桑普多,赢,5,2.93,1276,2005-12-22 03:30,平手,2.92,11,乌迪内斯,0,2,0,17,7
1422,1,lblue,4.35,AC米兰,210,127555,利沃诺,AC米兰,输,5,3.15,1001,2005-12-22 03:30,受半球/一球,1.81,5,利沃诺,3,0,0,17,3
1423,0,lgreen,2.64,拉齐奥,964,127556,莱  切,拉齐奥,走盘,5,2.92,972,2005-12-22 03:30,平手,2.60,20,莱切,0,0,0,17,8
1424,0,lgreen,1.16,锡耶纳,1294,127557,尤文图斯,锡耶纳,走盘,5,5.95,1330,2005-12-22 03:30,两球,15.28,1,尤文图斯,0,2,1,17,12
1425,0,lred,1.19,恩波利,788,127558,国际米兰,恩波利,赢,5,5.49,846,2005-12-22 03:30,球半/两球,12.86,2,国际米兰,1,4,2,17,13
1426,0,lred,1.69,巴勒莫,645,127559,佛罗伦萨,巴勒莫,赢半,5,3.23,803,2005-12-22 03:30,半球/一球,5.01,4,佛罗伦萨,0,1,1,17,9
1427,0,lred,2.05,特雷维索,1230,127560,阿斯科,特雷维,赢,5,2.93,556,2005-12-22 03:30,平手/半球,3.69,15,阿斯科利,0,1,1,17,19
1428,1,lred,3.68,佛罗伦萨,803,127561,雷吉纳,佛罗伦萨,赢,5,3.04,992,2006-01-08 01:00,受半球,2.00,14,雷吉纳,1,1,1,18,4
1429,2,lblue,5.07,尤文图斯,1330,127565,巴勒莫,尤文图斯,输半,5,3.24,645,2006-01-08 03:30,受半球/一球,1.69,11,巴勒莫,2,1,1,18,1
1430,1,lblue,1.95,利沃诺,1001,127562,桑普多,利沃诺,输,5,3.02,468,2006-01-08 22:00,半球,3.89,7,桑普多利亚,2,0,0,18,5
1431,0,lred,6.30,国际米兰,846,127563,锡耶纳,国际米兰,赢,5,3.47,1294,2006-01-08 22:00,受一球,1.54,12,锡耶纳,0,0,0,18,2
1432,1,lblue,3.96,罗马,1032,127564,特雷维,罗 马,输,5,3.07,1230,2006-01-08 22:00,受平手/半球,1.92,20,特雷维索,1,0,0,18,8
1433,1,lred,1.56,阿斯科利,556,127567,拉齐奥,阿斯科,赢,5,3.40,964,2006-01-08 22:00,半球/一球,6.12,9,拉齐奥,1,4,2,18,15
1434,1,lblue,1.99,梅西纳,1118,127568,恩波利,梅西纳,输,5,3.00,788,2006-01-08 22:00,半球,3.78,13,恩波利,3,1,1,18,17
1435,1,lred,1.69,莱切,972,127569,切 沃,莱  切,赢,5,3.23,1174,2006-01-08 22:00,半球/一球,5.05,6,切沃,1,3,1,18,18
1436,1,lred,2.60,乌迪内斯,1276,127570,卡利亚,乌迪内斯,赢,5,2.92,917,2006-01-08 22:00,平手,2.68,19,卡利亚里,1,2,1,18,10
1437,1,lblue,1.19,帕尔马,1149,127566,AC米兰,帕尔马,输,5,5.40,210,2006-01-09 03:30,两球,13.33,3,AC米兰,3,4,3,18,18
1438,2,lblue,2.55,桑普多利亚,468,127576,莱  切,桑普多,输,5,2.97,972,2006-01-15 01:00,平手/半球,2.68,19,莱切,3,0,0,19,9
1439,0,lgreen,2.51,巴勒莫,645,127571,梅西纳,巴勒莫,走盘,5,2.91,1118,2006-01-15 03:30,平手,2.78,16,梅西纳,0,0,0,19,11
1440,1,lblue,2.43,拉齐奥,964,127572,帕尔马,拉齐奥,输半,5,2.94,1149,2006-01-15 22:00,平手/半球,2.86,18,帕尔马,1,1,1,19,8
1441,1,lblue,1.65,特雷维索,1230,127574,乌迪内斯,特雷维,输,5,3.30,1276,2006-01-15 22:00,半球,5.28,10,乌迪内斯,2,2,1,19,20
1442,1,lblue,1.71,锡耶纳,1294,127575,利沃诺,锡耶纳,输,5,3.20,1001,2006-01-15 22:00,半球/一球,4.91,5,利沃诺,2,2,1,19,12
1443,0,lblue,1.16,雷吉纳,992,127577,尤文图斯,雷吉纳,输,5,6.05,1330,2006-01-15 22:00,两球,15.45,1,尤文图斯,0,1,1,19,13
1444,1,lblue,1.17,卡利亚里,917,127578,国际米兰,卡利亚,输,5,5.75,846,2006-01-15 22:00,球半/两球,14.04,3,国际米兰,2,3,2,19,17
1445,0,lred,1.77,切沃,1174,127579,佛罗伦萨,切 沃,赢,5,3.19,803,2006-01-15 22:00,半球,4.53,4,佛罗伦萨,1,2,1,19,6
1446,1,lred,2.14,恩波利,788,127580,阿斯科,恩波利,赢,5,2.93,556,2006-01-15 22:00,半球,3.40,15,阿斯科利,1,3,1,19,14
1447,0,lred,3.80,AC米兰,210,127573,罗 马,AC米兰,赢,5,3.11,1032,2006-01-16 03:30,受半球,1.94,9,罗马,0,1,0,19,3
1448,2,lred,1.73,帕尔马,1149,127581,巴勒莫,帕尔马,赢,5,3.21,645,2006-01-19 03:30,半球/一球,4.70,11,巴勒莫,2,4,1,20,17
1449,0,lred,1.51,雷吉纳,992,127582,罗 马,雷吉纳,赢,5,3.50,1032,2006-01-19 03:30,一球,6.64,6,罗马,1,3,1,20,14
1450,0,lred,2.05,锡耶纳,1294,127583,卡利亚,锡耶纳,赢,5,2.96,917,2006-01-19 03:30,半球,3.65,18,卡利亚里,0,1,0,20,12
1451,0,lgreen,2.54,乌迪内斯,1276,127584,恩波利,乌迪内斯,走盘,5,2.93,788,2006-01-19 03:30,平手,2.74,15,恩波利,1,1,0,20,10
1452,0,lgreen,2.76,利沃诺,1001,127585,莱  切,利沃诺,走盘,5,2.96,972,2006-01-19 03:30,平手,2.48,20,莱切,0,0,0,20,5
1453,0,lblue,2.52,拉齐奥,964,127586,梅西纳,拉齐奥,输半,5,2.86,1118,2006-01-19 03:30,平手/半球,2.81,16,梅西纳,1,1,1,20,9
1454,1,lred,5.69,尤文图斯,1330,127587,切 沃,尤文图斯,赢,5,3.29,1174,2006-01-19 03:30,受半球/一球,1.62,7,切沃,1,1,1,20,1
1455,1,lgreen,7.78,国际米兰,846,127588,特雷维,国际米兰,走盘,5,3.85,1230,2006-01-19 03:30,受一球,1.41,19,特雷维索,1,0,0,20,2
1456,1,lred,2.45,佛罗伦萨,803,127589,桑普多,佛罗伦萨,赢,5,2.91,468,2006-01-19 03:30,平手/半球,2.87,8,桑普多利亚,1,3,3,20,4
1457,0,lblue,1.16,阿斯科利,556,127590,AC米兰,阿斯科,输,5,5.96,210,2006-01-19 03:30,球半/两球,14.52,3,AC米兰,0,1,1,20,13
1458,0,lblue,1.58,卡利亚里,917,127600,拉齐奥,卡利亚,输,5,3.38,964,2006-01-22 01:00,半球/一球,5.82,9,拉齐奥,1,1,1,21,17
1459,0,lred,1.35,巴勒莫,645,127591,国际米兰,巴勒莫,赢,5,4.16,846,2006-01-22 03:30,一球/球半,8.52,2,国际米兰,0,3,1,21,10
1460,1,lblue,2.66,罗马,1032,127592,乌迪内斯,罗 马,输,5,2.92,1276,2006-01-22 22:00,平手,2.61,11,乌迪内斯,4,1,0,21,6
1461,1,lred,2.67,桑普多利亚,468,127593,雷吉纳,桑普多,赢,5,2.90,992,2006-01-22 22:00,平手,2.62,14,雷吉纳,1,2,2,21,7
1462,1,lblue,1.53,特雷维索,1230,127594,利沃诺,特雷维,输,5,3.42,1001,2006-01-22 22:00,半球/一球,6.50,5,利沃诺,1,1,0,21,20
1463,1,lblue,6.03,AC米兰,210,127595,锡耶纳,AC米兰,输,5,3.35,1294,2006-01-22 22:00,受一球,1.57,12,锡耶纳,3,0,0,21,3
1464,0,lred,1.85,莱切,972,127597,阿斯科,莱  切,赢,5,3.09,556,2006-01-22 22:00,半球,4.22,13,阿斯科利,0,2,2,21,19
1465,1,lred,2.49,切沃,1174,127599,帕尔马,切 沃,赢,5,2.90,1149,2006-01-22 22:00,平手/半球,2.81,18,帕尔马,1,2,1,21,8
1466,1,lblue,1.14,恩波利,788,127598,尤文图斯,恩波利,输,5,6.48,1330,2006-01-22 22:05,两球,16.75,1,尤文图斯,1,2,1,21,15
1467,0,lred,1.45,梅西纳,1118,127596,佛罗伦萨,梅西纳,赢,5,3.72,803,2006-01-23 03:30,一球,7.25,4,佛罗伦萨,0,2,1,21,17
1468,1,lblue,1.68,锡耶纳,1294,127604,巴勒莫,锡耶纳,输,5,3.24,645,2006-01-29 01:00,半球/一球,5.20,10,巴勒莫,3,1,0,22,14
1469,1,lblue,1.35,桑普多利亚,468,127603,AC米兰,桑普多,输,5,4.11,210,2006-01-29 03:30,一球/球半,8.54,3,AC米兰,1,1,1,22,7
1470,1,lblue,2.21,帕尔马,1149,127601,恩波利,帕尔马,输,5,2.98,788,2006-01-29 22:00,平手/半球,3.23,16,恩波利,2,1,0,22,18
1471,0,lred,1.74,雷吉纳,992,127602,切 沃,雷吉纳,赢,5,3.10,1174,2006-01-29 22:00,半球,4.94,8,切沃,0,4,0,22,13
1472,0,lred,1.65,利沃诺,1001,127605,罗 马,利沃诺,赢,5,3.30,1032,2006-01-29 22:00,半球/一球,5.30,6,罗马,0,3,2,22,5
1473,0,lblue,2.80,拉齐奥,964,127606,特雷维,拉齐奥,输,5,2.90,1230,2006-01-29 22:00,平手/半球,2.51,19,特雷维索,1,0,0,22,9
1474,3,lblue,7.54,尤文图斯,1330,127607,阿斯科,尤文图斯,输,5,3.69,556,2006-01-29 22:00,受一球,1.44,12,阿斯科利,3,1,1,22,1
1475,0,lred,3.04,佛罗伦萨,803,127609,乌迪内斯,佛罗伦萨,赢半,5,2.96,1276,2006-01-29 22:00,受平手/半球,2.31,11,乌迪内斯,0,0,0,22,4
1476,0,lred,2.02,卡利亚里,917,127610,梅西纳,卡利亚,赢,5,2.94,1118,2006-01-29 22:00,半球,3.80,17,梅西纳,0,1,0,22,15
1477,0,lblue,7.88,国际米兰,846,127608,莱  切,国际米兰,输,5,3.85,972,2006-01-30 03:30,受一球/球半,1.40,20,莱切,2,0,0,22,2
1478,1,lblue,1.89,阿斯科利,556,127620,锡耶纳,阿斯科,输,5,3.00,1294,2006-02-05 01:00,半球,4.21,12,锡耶纳,1,1,0,23,13
1479,0,lblue,3.37,罗马,1032,127612,帕尔马,罗 马,输,5,3.02,1149,2006-02-05 03:30,受平手/半球,2.12,16,帕尔马,3,0,0,23,5
1480,1,lgreen,2.46,巴勒莫,645,127611,雷吉纳,巴勒莫,走盘,5,2.86,992,2006-02-05 22:00,平手,2.90,14,雷吉纳,2,2,1,23,10
1481,0,lblue,1.51,特雷维索,1230,127613,桑普多,特雷维,输,5,3.53,468,2006-02-05 22:00,半球/一球,6.70,9,桑普多利亚,1,1,1,23,19
1482,0,lblue,1.23,乌迪内斯,1276,127614,尤文图斯,乌迪内斯,输,5,5.08,1330,2006-02-05 22:00,球半,11.48,1,尤文图斯,0,1,0,23,11
1483,0,lblue,1.79,梅西纳,1118,127616,利沃诺,梅西纳,输,5,3.08,1001,2006-02-05 22:00,半球,4.65,6,利沃诺,2,2,0,23,15
1484,0,lblue,1.30,莱切,972,127617,佛罗伦萨,莱  切,输,5,4.49,803,2006-02-05 22:00,球半,9.82,4,佛罗伦萨,0,1,1,23,20
1485,0,lred,1.80,恩波利,788,127618,卡利亚,恩波利,赢,5,3.08,917,2006-02-05 22:00,半球/一球,4.52,17,卡利亚里,1,4,3,23,18
1486,0,lgreen,1.34,切沃,1174,127619,国际米兰,切 沃,走盘,5,4.19,846,2006-02-05 22:00,一球,8.62,2,国际米兰,0,1,1,23,7
1487,0,lred,3.51,AC米兰,210,127615,拉齐奥,AC米兰,赢,5,3.04,964,2006-02-06 03:30,受半球,2.06,9,拉齐奥,0,0,0,23,3
1488,1,lblue,1.75,雷吉纳,992,127621,乌迪内斯,雷吉纳,输,5,3.11,1276,2006-02-09 03:30,半球/一球,4.79,11,乌迪内斯,2,1,1,24,14
1489,1,lblue,2.23,桑普多利亚,468,127622,切 沃,桑普多,输半,5,2.95,1174,2006-02-09 03:30,平手/半球,3.21,7,切沃,1,1,0,24,9
1490,0,lblue,2.13,锡耶纳,1294,127623,梅西纳,锡耶纳,输半,5,2.90,1118,2006-02-09 03:30,平手/半球,3.48,15,梅西纳,0,0,0,24,12
1491,0,lred,1.17,特雷维索,1230,127624,AC米兰,特雷维,赢,5,5.86,210,2006-02-09 03:30,球半,14.01,3,AC米兰,0,5,1,24,19
1492,1,lblue,1.17,帕尔马,1149,127625,尤文图斯,帕尔马,输,5,5.89,1330,2006-02-09 03:30,球半/两球,13.57,1,尤文图斯,1,1,1,24,17
1493,0,lblue,2.41,利沃诺,1001,127626,阿斯科,利沃诺,输半,5,2.86,556,2006-02-09 03:30,平手/半球,2.98,13,阿斯科利,0,0,0,24,6
1494,0,lred,2.22,拉齐奥,964,127627,巴勒莫,拉齐奥,赢,5,2.91,645,2006-02-09 03:30,半球,3.25,10,巴勒莫,1,3,1,24,8
1495,0,lred,2.92,国际米兰,846,127628,佛罗伦萨,国际米兰,赢,5,2.94,803,2006-02-09 03:30,平手,2.39,4,佛罗伦萨,1,2,1,24,2
1496,2,lblue,2.17,恩波利,788,127629,莱  切,恩波利,输,5,2.93,972,2006-02-09 03:30,平手/半球,3.33,20,莱切,2,1,0,24,18
1497,2,lred,1.43,卡利亚里,917,127630,罗 马,卡利亚,赢半,5,3.82,1032,2006-02-09 03:30,半球/一球,7.31,5,罗马,3,4,2,24,16
1498,1,lblue,2.87,切沃,1174,127639,特雷维,切 沃,输,5,2.92,1230,2006-02-12 01:00,平手,2.44,19,特雷维索,2,1,0,25,7
1499,1,lblue,1.91,乌迪内斯,1276,127634,拉齐奥,乌迪内斯,输半,5,3.02,964,2006-02-12 03:30,平手/半球,4.09,9,拉齐奥,1,1,1,25,12
1500,2,lblue,5.86,AC米兰,210,127631,雷吉纳,AC米兰,输,5,3.34,992,2006-02-12 22:00,受一球,1.60,13,雷吉纳,4,1,1,25,3
1501,0,lblue,2.72,巴勒莫,645,127632,恩波利,巴勒莫,输,5,2.87,788,2006-02-12 22:00,平手,2.60,18,恩波利,1,0,0,25,10
1502,0,lblue,3.90,罗马,1032,127633,锡耶纳,罗 马,输,5,3.04,1294,2006-02-12 22:00,受半球,1.95,11,锡耶纳,2,0,0,25,5
1503,1,lred,1.70,梅西纳,1118,127635,桑普多,梅西纳,赢,5,3.17,468,2006-02-12 22:00,半球/一球,5.12,8,桑普多利亚,2,4,1,25,15
1504,0,lblue,1.64,莱切,972,127636,卡利亚,莱  切,输,5,3.28,917,2006-02-12 22:00,一球,5.36,16,卡利亚里,0,0,0,25,20
1505,0,lred,2.76,佛罗伦萨,803,127638,利沃诺,佛罗伦萨,赢,5,2.85,1001,2006-02-12 22:00,受平手/半球,2.58,6,利沃诺,0,2,0,25,4
1506,0,lblue,1.89,阿斯科利,556,127640,帕尔马,阿斯科,输,5,3.00,1149,2006-02-12 22:00,半球,4.19,17,帕尔马,0,0,0,25,14
1507,0,lblue,2.50,尤文图斯,1330,127637,国际米兰,尤文图斯,输,5,2.86,846,2006-02-13 03:30,平手/半球,2.87,3,国际米兰,2,1,0,25,1
1508,1,lred,6.50,尤文图斯,1330,127646,梅西纳,尤文图斯,赢,5,3.36,1118,2006-02-19 01:00,受半球/一球,1.55,16,梅西纳,2,2,1,26,1
1509,0,lred,3.79,国际米兰,846,127647,利沃诺,国际米兰,赢半,5,3.05,1001,2006-02-19 01:00,受平手/半球,1.97,6,利沃诺,0,0,0,26,3
